Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Product ID
john-yeon-modern-architecture-and-conservation-in-the-pacific-northwest-100625,John Yeon: Modern Architecture and Conservation in the Pacific Northwest,"<p>John Yeon: Modern Architecture and Conservation in the Pacific Northwest</p>
<p>Book ID: 100625</p>",Ingram,Book,,TRUE,,,,,,,'100625,0,shopify,,deny,manual,40,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876312969
jo-nagasaka-on-my-mind-english-and-japanese-edition-101557,Jo Nagasaka - On My Mind (English and Japanese Edition),"<p>Jo Nagasaka - On My Mind (English and Japanese Edition)</p>
<p>Book ID: 101557</p>",Idea Books,Book,,TRUE,,,,,,,'101557,0,shopify,,deny,manual,32.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883434313
jorge-hern-ndez-de-la-garza-style-strategy-and-scale-101544,"Jorge HernÃ¡ndez de la Garza. Style, Strategy and Scale","<p>Jorge HernÃ¡ndez de la Garza. Style, Strategy and Scale</p>
<p>Book ID: 101544</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'101544,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883430921
jorn-utzon-houses-65167,Jorn Utzon Houses,"<p>Jorn Utzon Houses</p>
<p>Book ID: 65167</p>",Living Architecture.,Book,,TRUE,,,,,,,'65167,0,shopify,,deny,manual,85,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9795408713
jorn-utzon-logbook-vol-v-additive-architecture-83117,Jorn Utzon Logbook Vol. V: Additive Architecture,"<p>Jorn Utzon Logbook Vol. V: Additive Architecture</p>
<p>Book ID: 83117</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'83117,0,shopify,,deny,manual,110,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9819893129
josef-albers-in-mexico,Josef Albers in Mexico,"<p>Josef Albers in Mexico</p>
<p>Book ID: S00015</p>",DAP,Book,,TRUE,,,,,,,'S00015,0,shopify,,deny,manual,49.95,,TRUE,TRUE,'9780892075362,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9812892745
josef-albers-poems-and-drawings-70785,Josef Albers: Poems and Drawings,"<p>Josef Albers: Poems and Drawings</p>
<p>Book ID: 70785</p>",Yale Univ. Press,Book,,TRUE,,,,,,,'70785,0,shopify,,deny,manual,35,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9803013193
josef-frank-against-design-the-architects-anti-formalist-oeuvre-100578,Josef Frank - Against Design: The Architect's Anti-Formalist Oeuvre,"<p>Josef Frank - Against Design: The Architect's Anti-Formalist Oeuvre</p>
<p>Book ID: 100578</p>",Triliteral,Book,,TRUE,,,,,,,'100578,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876306633
josef-hoffmann-interiors-1902-1913-71329,"Josef Hoffmann: Interiors, 1902-1913.","<p>Josef Hoffmann: Interiors, 1902-1913.</p>
<p>Book ID: 71329</p>",Prestel.,Book,,TRUE,,,,,,,'71329,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9804636745
josef-koudelka-exiles-98435,Josef Koudelka: Exiles,"<p>Josef Koudelka: Exiles</p>
<p>Book ID: 98435</p>",DAP,Book,,TRUE,,,,,,,'98435,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875756937
josef-paul-kleihues-galeria-kaufhof-berlin-alexanderplatz-75506,Josef Paul Kleihues: Galeria Kaufhof Berlin Alexanderplatz,"<p>Josef Paul Kleihues: Galeria Kaufhof Berlin Alexanderplatz</p>
<p>Book ID: 75506</p>",Jovis.,Book,,TRUE,,,,,,,'75506,0,shopify,,deny,manual,22,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9812000521
josep-lluis-sert-joan-miro-foundation-85383,Josep Lluis Sert: Joan Miro Foundation.,"<p>Josep Lluis Sert: Joan Miro Foundation.</p>
<p>Book ID: 85383</p>",DAP,Book,,TRUE,,,,,,,'85383,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9822939337
julia-morgan-architect-of-beauty-91225,Julia Morgan: Architect of Beauty,"<p>Julia Morgan: Architect of Beauty</p>
<p>Book ID: 91225</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'91225,0,shopify,,deny,manual,30,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9854389449
julius-shulman-chicago-mid-century-modernism-82728,Julius Shulman: Chicago Mid-Century Modernism.,"<p>Julius Shulman: Chicago Mid-Century Modernism.</p>
<p>Book ID: 82728</p>",Rizzoli,Book,,TRUE,,,,,,,'82728,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9819702217
julius-shulman-modernism-rediscovered-3-volumes-multilingual-edition,Julius Shulman: Modernism Rediscovered (3 volumes) (Multilingual Edition),"<p>Julius Shulman: Modernism Rediscovered (3 volumes) (Multilingual Edition)</p>
<p>Book ID: S00552</p>",Taschen,Book,bold_points_earned,TRUE,,,,,,,'S00552,0,shopify,,deny,manual,150,,TRUE,TRUE,'9783836539197,,,,FALSE,,,,,,,,,,,,,,,,,lb,,1.35E+11
julius-shulman-the-building-of-my-home-and-studio-80824,Julius Shulman: The Building of My Home and Studio,"<p>Julius Shulman: The Building of My Home and Studio</p>
<p>Book ID: 80824</p>",Nazraeli Press.,Book,,TRUE,,,,,,,'80824,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9817157001
jun-igarashi-the-construction-of-a-state-89226,Jun Igarashi - The Construction of a State,"<p>Jun Igarashi - The Construction of a State</p>
<p>Book ID: 89226</p>",Idea,Book,,TRUE,,,,,,,'89226,0,shopify,,deny,manual,100,,TRUE,TRUE,'9784887063181,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841440905
jun-sato-items-in-jun-sato-structural-engineers-88102,Jun Sato: Items in Jun Sato Structural Engineers.,"<p>Jun Sato: Items in Jun Sato Structural Engineers.</p>
<p>Book ID: 88102</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'88102,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841045449
jurg-nanni-visuelle-wahrnehmung-visual-perception-79299,Jurg Nanni: Visuelle Wahrnehmung - Visual Perception,"<p>Jurg Nanni: Visuelle Wahrnehmung - Visual Perception</p>
<p>Book ID: 79299</p>",Verlag Niggli,Book,,TRUE,,,,,,,'79299,0,shopify,,deny,manual,95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9814678857
jutaku-japanese-houses-98822,Jutaku: Japanese Houses,"<p>Jutaku: Japanese Houses</p>
<p>Book ID: 98822</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'98822,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875812809
jutakutokushu-the-japanese-house-architecture-and-life-after-1945,The Japanese House Architecture and Life After 1945 / Jutakutokushu (Pap.),"<p>The Japanese House Architecture and Life After 1945 / Jutakutokushu (Pap.)</p>
<p>Book ID: S00337</p>",Idea,Book,,TRUE,,,,,,,'S00337,0,shopify,,deny,manual,59,,TRUE,TRUE,'9784786902871,,,,FALSE,,,,,,,,,,,,,,,,,lb,,46529216521
karel-martens-motion-101230,Karel Martens - Motion,"<p>Karel Martens - Motion</p>
<p>Book ID: 101230</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'101230,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883327177
karsten-bott-one-of-each-77360,Karsten Bott: One of Each,"<p>Karsten Bott: One of Each</p>
<p>Book ID: 77360</p>",Walter Konig.,Book,,TRUE,,,,,,,'77360,0,shopify,,deny,manual,49.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9814316489
katsura-picturing-modernism-in-japanese-architecture-83736,Katsura - Picturing Modernism in Japanese Architecture,"<p>Katsura - Picturing Modernism in Japanese Architecture</p>
<p>Book ID: 83736</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'83736,0,shopify,,deny,manual,175,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9822688201
kazunari-sakamoto-house-poetics-of-the-ordinary-49351,Kazunari Sakamoto: House - Poetics of the Ordinary,"<p>Kazunari Sakamoto: House - Poetics of the Ordinary</p>
<p>Book ID: 49351</p>",IDEA BOOKS,Book,,TRUE,,,,,,,'49351,0,shopify,,deny,manual,47.5,,TRUE,TRUE,'9784887062047,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9779418825
keith-haring-posters,Keith Haring Posters,"<p>Keith Haring Posters</p>
<p>Book ID: S00086</p>",Prestel,Book,,TRUE,,,,,,,'S00086,0,shopify,,deny,manual,34.95,,TRUE,TRUE,'9783791356020,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10265469513
kelly-hoppen-the-art-of-interior-design-100722,Kelly Hoppen: The Art of Interior Design,"<p>Kelly Hoppen: The Art of Interior Design</p>
<p>Book ID: 100722</p>",Random House,Book,,TRUE,,,,,,,'100722,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883083017
kem-weber-designer-and-architect-97253,"Kem Weber, Designer and Architect","<p>Kem Weber, Designer and Architect</p>
<p>Book ID: 97253</p>",Yale,Book,,TRUE,,,,,,,'97253,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874811721
kengo-kuma-complete-works-2006-2012-93102,Kengo Kuma Complete Works 2006-2012,"<p>Kengo Kuma Complete Works 2006-2012</p>
<p>Book ID: 93102</p>",GA A.D.A. Edita Tokyo,Book,bold_points_earned,TRUE,,,,,,,'93102,0,shopify,,deny,manual,130,,TRUE,TRUE,'9784871404334,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9865568009
kengo-kuma-complete-works-93214,Kengo Kuma: Complete Works,"<p>Kengo Kuma: Complete Works</p>
<p>Book ID: 93214</p>",Norton,Book,,TRUE,,,,,,,'93214,0,shopify,,deny,manual,75,,TRUE,TRUE,'9780500342831,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9865611593
kenneth-grange-making-britain-modern-89272,Kenneth Grange: Making Britain Modern,"<p>Kenneth Grange: Making Britain Modern</p>
<p>Book ID: 89272</p>",actar,Book,,TRUE,,,,,,,'89272,0,shopify,,deny,manual,29.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841453065
kenya-hara-white-82358,Kenya Hara: White,"<p>Kenya Hara: White</p>
<p>Book ID: 82358</p>",Prestel,Book,,TRUE,,,,,,,'82358,0,shopify,,deny,manual,29,,TRUE,TRUE,'9783037781838,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9819410569
kenzo-tange-and-the-metabolist-movement-urban-utopias-of-modern-japan-90342,Kenzo Tange and the Metabolist Movement: Urban Utopias of Modern Japan,"<p>Kenzo Tange and the Metabolist Movement: Urban Utopias of Modern Japan</p>
<p>Book ID: 90342</p>",Taylor and Francis,Book,,TRUE,,,,,,,'90342,0,shopify,,deny,manual,53.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9843600457
kerl-yoo-100410,Kerl Yoo.,"<p>Kerl Yoo.</p>
<p>Book ID: 100410</p>",Idea,Book,,TRUE,,,,,,,'100410,0,shopify,,deny,manual,90,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876281865
key-monuments-of-the-history-of-architecture-13735,Key Monuments of the History of Architecture,"<p>Key Monuments of the History of Architecture</p>
<p>Book ID: 13735</p>","Abrams,",Book,,TRUE,,,,,,,'13735,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9752062153
kisa-kawakami-plus-minus-box-776,Kisa Kawakami: Plus Minus Box,"<p>Kisa Kawakami: Plus Minus Box</p>
<p>Book ID: 776</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'776,0,shopify,,deny,manual,77,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9336161545
kisa-kawakami-plus-minus-box-85-2187,Kisa Kawakami Plus Minus Box '85,"<p>Kisa Kawakami Plus Minus Box '85</p>
<p>Book ID: 2187</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'2187,0,shopify,,deny,manual,150,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9042906441
kleine-einfamilienhsuser-14471,Kleine EinfamilienhÅ user.,"<p>Kleine EinfamilienhÅ user.</p>
<p>Book ID: 14471</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'14471,0,shopify,,deny,manual,125,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9061364361
know-your-onions-graphic-design-89584,Know Your Onions: Graphic Design.,"<p>Know Your Onions: Graphic Design.</p>
<p>Book ID: 89584</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'89584,0,shopify,,deny,manual,20,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841520713
koenig-art-albums,Koenig (Art Albums),"<p>Koenig (Art Albums)</p>
<p>Book ID: S00054</p>",Taschen,Book,,TRUE,,,,,,,'S00054,0,shopify,,deny,manual,14.99,,TRUE,TRUE,'9783836544375,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10238502793
koning-eizenberg-architecture-isnt-just-for-special-occasions-69423,Koning Eizenberg: Architecture Isn't Just for Special Occasions.,"<p>Koning Eizenberg: Architecture Isn't Just for Special Occasions.</p>
<p>Book ID: 69423</p>",Monacelli.,Book,bold_points_earned,TRUE,,,,,,,'69423,0,shopify,,deny,manual,48,60,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9804015369
koto-bolofo-vroom-vroom-83944,Koto Bolofo: Vroom Vroom,"<p>Koto Bolofo: Vroom Vroom</p>
<p>Book ID: 83944</p>",DAP.,Book,,TRUE,,,,,,,'83944,0,shopify,,deny,manual,75,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9822714953
la-2000-new-architecture-in-los-angeles-69420,LA 2000+: New Architecture in Los Angeles,"<p>LA 2000+: New Architecture in Los Angeles</p>
<p>Book ID: 69420</p>",Monacelli.,Book,,TRUE,,,,,,,'69420,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9804012681
labyrinths-mazes-a-journey-through-art-architecture-and-landscapes-100497,"Labyrinths & Mazes: A Journey through Art, Architecture, and Landscapes","<p>Labyrinths & Mazes: A Journey through Art, Architecture, and Landscapes</p>
<p>Book ID: 100497</p>",Hachette,Book,,TRUE,,,,,,,'100497,0,shopify,,deny,manual,39.95,0,TRUE,TRUE,'9781616895129,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876294601
la-case-vide-la-villette-1985-1645,"La Case Vide, La Villette 1985","<p>La Case Vide, La Villette 1985</p>
<p>Book ID: 1645</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'1645,0,shopify,,deny,manual,96,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9481445193
ladislav-sutnar-visual-design-in-action-97503,Ladislav Sutnar: Visual Design in Action,"<p>Ladislav Sutnar: Visual Design in Action</p>
<p>Book ID: 97503</p>",Springer,Book,,TRUE,,,,,,,'97503,0,shopify,,deny,manual,79,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874836745
lake-flato-houses-embracing-the-landscape-96929,Lake/Flato Houses: Embracing the Landscape.,"<p>Lake/Flato Houses: Embracing the Landscape.</p>
<p>Book ID: 96929</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'96929,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874719561
la-maison-de-verre,La Maison de Verre,"<p>La Maison de Verre</p>
<p>Book ID: 3809</p>",GA A.D.A. Edita Tokyo,Book,,TRUE,,,,,,,'3809,0,shopify,,deny,manual,90,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9043021833
la-maison-de-verre-pierre-chareaus-modernist-masterwork-70737,La Maison de Verre: Pierre Chareau's Modernist Masterwork,"<p>La Maison de Verre: Pierre Chareau's Modernist Masterwork</p>
<p>Book ID: 70737</p>",Thames & Hudson,Book,,TRUE,,,,,,,'70737,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9803007625
lance-hidy-designing-the-mentoring-stamp-88278,Lance Hidy: Designing the Mentoring Stamp,"<p>Lance Hidy: Designing the Mentoring Stamp</p>
<p>Book ID: 88278</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'88278,0,shopify,,deny,manual,45,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841072585
lance-wyman-the-monograph-99327,Lance Wyman: The Monograph,"<p>Lance Wyman: The Monograph</p>
<p>Book ID: 99327</p>",Unit Editions,Book,,TRUE,,,,,,,'99327,0,shopify,,deny,manual,154,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875958537
landmarks-of-soviet-architecture-1917-1991-90154,Landmarks of Soviet Architecture 1917-1991,"<p>Landmarks of Soviet Architecture 1917-1991</p>
<p>Book ID: 90154</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'90154,0,shopify,,deny,manual,55,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841754569
landscape-as-urbanism-99675,Landscape as Urbanism,"<p>Landscape as Urbanism</p>
<p>Book ID: 99675</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'99675,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876079049
landscape-for-living-79436,Landscape for Living,"<p>Landscape for Living</p>
<p>Book ID: 79436</p>",Univ. of Massachusetts Press,Book,,TRUE,,,,,,,'79436,0,shopify,,deny,manual,39.95,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,0
la-ny-aerial-photographs-of-los-angeles-and-new-york,LA NY: Aerial Photographs of Los Angeles and New York,"<p>LA NY: Aerial Photographs of Los Angeles and New York</p>
<p>Book ID: S00541</p>",Thames & Hudson,Book,,TRUE,,,,,,,'S00541,0,shopify,,deny,manual,50,,TRUE,TRUE,'9780500544891,,,,FALSE,,,,,,,,,,,,,,,,,lb,,1.30E+11
larchitettura-di-pietra-antichi-e-nuovi-magisteri-construttivi-65164,L'Architettura di Pietra: Antichi e Nuovi Magisteri Construttivi,"<p>L'Architettura di Pietra: Antichi e Nuovi Magisteri Construttivi</p>
<p>Book ID: 65164</p>",Alinea.,Book,,TRUE,,,,,,,'65164,0,shopify,,deny,manual,230,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9795408393
larkspur-past-and-present-a-history-and-walking-guide-92286,Larkspur Past and Present: A History and Walking Guide,"<p>Larkspur Past and Present: A History and Walking Guide</p>
<p>Book ID: 92286</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'92286,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9855253321
lart-des-couleurs-travers-les-intzrieurs-chinois-97110,l'Art des couleurs Ë† travers les intÅ_rieurs chinois,"<p>l'Art des couleurs Ë† travers les intÅ_rieurs chinois</p>
<p>Book ID: 97110</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'97110,0,shopify,,deny,manual,20,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874736841
las-torres-de-ciudad-satelite,Las Torres de Ciudad SatÃ©lite,"<p>Las Torres de Ciudad SatÃ©lite</p>
<p>Book ID: S00566</p>",Arquine,Book,,TRUE,,,,,,,'S00566,0,shopify,,deny,manual,39,,TRUE,TRUE,'9786077784791,,,,FALSE,,,,,,,,,,,,,,,,,lb,,1.46E+11
l-a-ten-96103,L.A. [Ten].,"<p>L.A. [Ten].</p>
<p>Book ID: 96103</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'96103,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874005833
late-victorian-architectural-plans-and-details-82884,Late Victorian Architectural Plans and Details.,"<p>Late Victorian Architectural Plans and Details.</p>
<p>Book ID: 82884</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'82884,0,shopify,,deny,manual,17.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9819790345
lautner-art-albums,Lautner (Art Albums),"<p>Lautner (Art Albums)</p>
<p>Book ID: S00055</p>",Taschen,Book,,TRUE,,,,,,,'S00055,0,shopify,,deny,manual,14.99,,TRUE,TRUE,'9783836544115,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10238549769
lawrence-halprins-skyline-park-92350,Lawrence Halprin's Skyline Park.,"<p>Lawrence Halprin's Skyline Park.</p>
<p>Book ID: 92350</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'92350,0,shopify,,deny,manual,24.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9855270345
leap-before-you-look-black-mountain-college-1933-1957-99111,Leap Before You Look: Black Mountain College 1933-1957,"<p>Leap Before You Look: Black Mountain College 1933-1957</p>
<p>Book ID: 99111</p>",BGC/ Yale Univ. Press.,Book,,TRUE,,,,,,,'99111,0,shopify,,deny,manual,75,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875916553
lebbeus-woods-berlin-underground,Lebbeus Woods Berlin Underground,"<p>Lebbeus Woods Berlin Underground</p>
<p>Book ID: P00049</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00049,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10265209609
lebbeus-woods-berlin-underground-1988-93995,Lebbeus Woods - Berlin Underground 1988,"<p>Lebbeus Woods - Berlin Underground 1988</p>
<p>Book ID: 93995</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'93995,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9866287113
le-corbusier-1910-66,Le Corbusier 1910-65,"<p>Le Corbusier 1910-65</p>
<p>Book ID: 28279</p>",Birkhauser,Book,,TRUE,,,,,,,'28279,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10282370313
le-corbusier-architektur-malerei-plastik-wandteppiche,Le Corbusier: Architektur Malerei Plastik Wandteppiche,"<p>Le Corbusier: Architektur Malerei Plastik Wandteppiche</p>
<p>Book ID: 67186</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'67186,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10099688329
le-corbusier-art-albums,Le Corbusier (Art Albums),"<p>Le Corbusier (Art Albums)</p>
<p>Book ID: S00056</p>",Taschen,Book,,TRUE,,,,,,,'S00056,0,shopify,,deny,manual,14.99,,TRUE,TRUE,'9783836560351,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10238590473
le-corbusier-broken-set,Le Corbusier Posters (Set of 2),"<p>Le Corbusier Posters (Set of 2)</p>
<p>Book ID: P00064</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00064,0,shopify,,deny,manual,75,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10302518089
le-corbusier-chapelle-notre-dame-du-haut,Le Corbusier: Chapelle Notre Dame du Haut,"<p>Le Corbusier: Chapelle Notre Dame du Haut</p>
<p>Book ID: P00052</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00052,0,shopify,,deny,manual,37.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10265383177
le-corbusier-jeanneret-100276,Le Corbusier + Jeanneret,"<p>Le Corbusier + Jeanneret</p>
<p>Book ID: 100276</p>",RAM,Book,,TRUE,,,,,,,'100276,0,shopify,,deny,manual,29.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876256585
le-corbusier-le-grand-97899,Le Corbusier: Le Grand,"<p>Le Corbusier: Le Grand</p>
<p>Book ID: 97899</p>",Phaidon,Book,,TRUE,,,,,,,'97899,0,shopify,,deny,manual,59.95,,TRUE,TRUE,'9780714868691,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874531017
le-corbusier-peintre-99652,Le Corbusier : Peintre,"<p>Le Corbusier : Peintre</p>
<p>Book ID: 99652</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'99652,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876076553
le-corbusier-pierre-jeanneret-chandigarh-india-97229,"Le Corbusier, Pierre Jeanneret: Chandigarh, India","<p>Le Corbusier, Pierre Jeanneret: Chandigarh, India</p>
<p>Book ID: 97229</p>",DAP,Book,,TRUE,,,,,,,'97229,0,shopify,,deny,manual,190,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874808841
le-corbusier-projets-realises-1905-1968,Le Corbusier - Projets Realises 1905 - 1968,"<p>Le Corbusier - Projets Realises 1905 - 1968</p>
<p>Book ID: P00005</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00005,0,shopify,,deny,manual,150,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10059328265
le-corbusiers-pavilion-for-zurich-model-and-prototype-of-an-ideal-exhibition-space-92629,Le Corbusier's Pavilion for Zurich: Model and Prototype of an Ideal Exhibition Space,"<p>Le Corbusier's Pavilion for Zurich: Model and Prototype of an Ideal Exhibition Space</p>
<p>Book ID: 92629</p>",Prestel,Book,,TRUE,,,,,,,'92629,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9855550473
le-corbusiers-secret-laboratory-from-painting-to-architecture-94204,Le Corbusier's Secret Laboratory: From Painting to Architecture,"<p>Le Corbusier's Secret Laboratory: From Painting to Architecture</p>
<p>Book ID: 94204</p>",DAP,Book,,TRUE,,,,,,,'94204,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9866354249
